String,Type,label,aug
CUSTOMER SERVICE INFORMATION,Not Dark Pattern,0,1
Boxster Remotes,Not Dark Pattern,0,0
Boys Red School Photos,Not Dark Pattern,0,1
Return my item,Not Dark Pattern,0,0
Submitted by José Larracilla Pérez,Not Dark Pattern,0,1
"Business, Office & Industrial",Not Dark Pattern,0,0
Last chance! Only 1 left,Scarcity,1,0
"NO THANKS, I'll PAY FULL PRICE",Misdirection,1,0
Someone from Norway purchased a Super FG Grater - 12x Faster - 15% OFF,Social Proof,1,0
In Stock. Only 1 Left!,Scarcity,1,0
Enter Catalog/Email Code,Not Dark Pattern,0,0
Get Personalised Health PlanGet Health Plan,Not Dark Pattern,0,0
STAY ON THE LOOP!,Not Dark Pattern,0,1
LIMITED TIME DEAL!,Urgency,1,0
Your order is reserved for 09:43 minutes!,Urgency,1,0
00DAYS00HOURS47MINUTES36SECONDS SALE ENDS ONCE COUNTER HITS ZERO,Urgency,1,0
shop all sizes,Not Dark Pattern,0,1
Contract free,Not Dark Pattern,0,0
 Polar Lights II ,Not Dark Pattern,0,0
Search Result:Search Results: ,Not Dark Pattern,0,0
Almost Sold Out! Only 2 Left.,Scarcity,1,0
Your order has been reserved .,Urgency,1,1
Free Tax Time Sale See Discounts! Sale ends in,Urgency,1,1
3 LEFT,Scarcity,1,0
"NO, THANKS. I DON'T LIKE DISCOUNTS",Misdirection,1,0
 Soft Toys ,Not Dark Pattern,0,0
"Rick in Columbia, United States purchased a",Social Proof,1,0
Free Firearms For Freedom,Not Dark Pattern,0,1
White Plus Size Clothing,Not Dark Pattern,0,0
"no thanks, I'll save money another day",Misdirection,1,0
NFL Enterprises LLC. All Rights Reserved.,Not Dark Pattern,0,0
Add and save!,Misdirection,1,0
clear text ,Not Dark Pattern,0,0
2+ people just viewed this product,Social Proof,1,0
"By clicking “Accept All Cookies”, you agree to the storing of cookies on your device to enhance site navigation, analyze site usage, and assist in our marketing efforts. ",Not Dark Pattern,0,0
Healthy Diet,Not Dark Pattern,0,0
Elegant A Line Short Sleeve Satin Bateau Floor-length Mother of the Bride Dress with Ribbon,Not Dark Pattern,0,0
"no thanks, I like paying full price",Misdirection,1,0
3 other people are currently viewing this item.,Social Proof,1,0
Amazing service and quality! Lee up the excellent work.,Not Dark Pattern,0,0
Baby Cross Fit & Embroidery Patterns,Not Dark Pattern,0,1
Only 82 left in stock!,Scarcity,1,0
 Sign in & make your visit all about you ,Not Dark Pattern,0,0
Report a Fake Product,Not Dark Pattern,0,0
AdjustableBucketHeadbandsSale Items- View All -,Not Dark Pattern,0,0
"Hurry, Sale ends in 9 Hours!",Urgency,1,0
"Get inspiration, new arrivals and the latest offers to your inbox.",Not Dark Pattern,0,0
*Freight/Higher Freight charges may apply to some areas. Click here to view Shipping Policy,Not Dark Pattern,0,0
Start SellingSearchWishlistAccountCartCart,Not Dark Pattern,0,0
Your order is reserved for 30 minutes!,Urgency,1,1
 Supporting All Artists Create because you can ,Not Dark Pattern,0,0
 手錶 / Watches ,Not Dark Pattern,0,0
Offer ends in 03 days 19 hours : 54 mins : 22 secs,Urgency,1,0
Get 20% off Sample Doors! ×Offer Ends In 58 : 29 Use Promo Codes sample20off,Urgency,1,1
Necessary Protection..,Misdirection,1,0
"Available, only 2 left",Scarcity,1,0
"Nah, I'll pay the price",Misdirection,1,1
Share on Facebook,Not Dark Pattern,0,1
"Hurry, only 2 left in stock",Scarcity,1,0
 Cases for Magsafe Refine by Product Type: Cases for Magsafe ,Not Dark Pattern,0,0
"NO THANKS, YOU DON'T WANT TO SAVE MONEY",Misdirection,1,1
"3,081 people have viewed this item",Social Proof,1,0
Someone purchased a FORWARD REVIVE WOMEN'S RED WHITE HUSTLE T-SHIRT 32 minutes ago,Social Proof,1,0
Today's sale ends in: 00hours:57min:19sec,Urgency,1,0
Fave x GrabPay,Not Dark Pattern,0,0
"No thanks, I just want the item",Misdirection,1,0
Discreet packaging,Not Dark Pattern,0,0
DAYS HRS AND SECS,Urgency,1,1
"Special Thanks, I Don't Like Saving Money.",Misdirection,1,1
"The presence of flowers is enough to make any occasion or moment truly a memorable affair. Flowers can make an ordinary room extremely beautiful. Flowers are widely used in decorations, as gifts, or even as ornaments on various dresses. People can explore a variety of fresh vibrant flowers such as roses, tulips, orchids, carnations, sunflowers, chrysanthemums and a lot more through the help of our online gifting store. All these beautiful flowers will be delivered at your desired destination in blooming condition only. With an unmatched beauty and fragrance, these gorgeous and lovely flowers can easily mesmerise any individual in an effortless manner.",Not Dark Pattern,0,0
Hurry up! Sales Ends in DAYS HRS MINS SECS by Beeketing ,Urgency,1,0
TIME ENDS IN 40:55:13,Urgency,1,1
Popular item! 🔥 27 people recently purchased !,Social Proof,1,1
Someone in Castle Hill bought a Philips Essential LED Downlight Kit | 5W 4000K few hours ago.,Social Proof,1,0
Charleston ,Not Dark Pattern,0,0
LIMITED OFFER: $125 Off + 2 Large Pillows,Urgency,1,1
"NO THANKS, YOU DON’T MIND MISSING OUT",Misdirection,1,1
Shop Dresses Without Occasion,Not Dark Pattern,0,1
HURRY! ONLY 11 LEFT IN STOCK.,Scarcity,1,0
Carpet Python Vivariums,Not Dark Pattern,0,0
 Candy & Snacks ,Not Dark Pattern,0,0
Only 1 products left,Scarcity,1,0
Sale Ends in 5 days 14 hours 42 mins 53 sec,Urgency,1,0
1 item left,Scarcity,1,0
POPULAR 62 others checked this out in the last few hours.,Social Proof,1,0
Low In Stock Today,Scarcity,1,0
Pretty Girl Shoes,Not Dark Pattern,0,1
"Hurry! Sale Ends In:

02:59:50",Urgency,1,0
Set SALE Into Summer ,Not Dark Pattern,0,0
Hurry! Less than 10 left!,Scarcity,1,0
DEAL ENDS IN 40:55:13,Urgency,1,0
Patient Transfer Devices,Not Dark Pattern,0,0
Popular item! 🔥 27 people recently purchased this.,Social Proof,1,0
All About Brands,Not Dark Pattern,0,1
"Weight Management Shakes help cut cals, control appetite, and drop LBS.* Learn more about Weight Management Shakes.",Not Dark Pattern,0,0
Why I chose this:,Not Dark Pattern,0,0
Hurry! Only 2 left!,Scarcity,1,0
M-Class Remotes,Not Dark Pattern,0,0
 Disposable Washcloths ,Not Dark Pattern,0,0
Decades Shop,Not Dark Pattern,0,0
Activate within 0:30:00,Urgency,1,0
Deal expires in: 03 hrs 02 mins 22 sec,Urgency,1,1
 What's New New arrivals daily ,Not Dark Pattern,0,0
Viewed 1040 times in the last 7 days,Social Proof,1,0
READY FOR YOUR NEXT AUTHENTIC NHL JERSEY?,Not Dark Pattern,0,0
Your cart is reserved for 14:05 minutes!,Urgency,1,0
"mark in richmond hill, United States purchased a Fugoo Tough 11 minutes ago",Social Proof,1,0
Only 1 unit left in stock,Scarcity,1,0
 Data Processor Privacy Policy: https://triplelift.com/privacy ,Not Dark Pattern,0,0
"NO THANKS, I DON'T WANT TO SAVE MONEY",Misdirection,1,0
Buy Wearables»,Not Dark Pattern,0,0
 Heart Shaped Cake ,Not Dark Pattern,0,0
Sara from Philadelphia just saved money on her order.,Social Proof,1,1
Order without active membership $69.95,Misdirection,1,1
"Hurry, only 2 left in stock!",Scarcity,1,0
"No, I rather do it the hard way...",Misdirection,1,1
5 items left,Scarcity,1,0
EXTRA -30% OFF WITH CODE: EXTRA30 Ends in: 0 0 0 0 days 0 0 4 4 hours . 0 0 9 9 min . 2 2 8 8 sec,Urgency,1,0
Currently 8 left in stock.,Scarcity,1,0
"Hurry, only 3 left!",Scarcity,1,0
 Rain Boots ,Not Dark Pattern,0,0
Only 32 left in stock,Scarcity,1,0
Beer & Liquor,Not Dark Pattern,0,1
Anniversary Gifts ,Not Dark Pattern,0,0
New Vintage Stylish Belt Watch - Women,Not Dark Pattern,0,0
"Tambria in Hattiesburg just bought Peruvian Virgin Natural Wave Hair 3 Bundles with Lace Frontal, 100% Human Virgin Hair ",Social Proof,1,0
Shop Tops by Pattern,Not Dark Pattern,0,0
 Short,Not Dark Pattern,0,0
Your order is valid for 08:53 minutes!,Urgency,1,1
You can either livechat or email our support team with any questions or concerns. We are always ready to help. ,Not Dark Pattern,0,0
"Someone from Portland, United States (US) purchased MODALERT recently.",Social Proof,1,0
Someone from Airdrie & 10820 others posted this item recently.,Social Proof,1,1
Only 2 Left in Stock,Scarcity,1,0
POPULAR 64 others checked them out in the last few hours.,Social Proof,1,1
Coffee Rolls,Not Dark Pattern,0,1
Joybird Coffee House,Not Dark Pattern,0,1
We only have 5 left!,Scarcity,1,0
"No thanks, I don’t want to save",Misdirection,1,0
Hurry! Almost Sold Out...,Scarcity,1,0
19 people have viewed this item,Social Proof,1,0
 Kyanite Beads ,Not Dark Pattern,0,0
Only 3 Left in Stock!,Scarcity,1,0
"No Thanks, I Prefer ably Full Price.",Misdirection,1,1
Remove selected car seats,Not Dark Pattern,0,1
"Someone from Osijek, Croatia just bought TMC CP 1000 Single Pistol Pouch",Social Proof,1,1
I'd rather pay full price,Misdirection,1,0
"JOHN in Toowoomba City, Australia purchased a Resin Tank 7 hours ago",Social Proof,1,0
Deal Posted in: 03 hrs 25 mins 22 sec,Urgency,1,1
Jeanne E. Bray Memorial Scholarship,Not Dark Pattern,0,0
ONLY 52 items left in stock!,Scarcity,1,0
Felizer Designer Diamond studded Round Dial Metal starp watch for Women & Girls - Silver (Heart design) Analog,Not Dark Pattern,0,0
Women's Body Wash Scoopneck Sweater,Not Dark Pattern,0,1
Many thanks. I prefer paying full price.,Misdirection,1,1
MOST POPULAR,Social Proof,1,0
$132.90 $99.00 USD,Misdirection,1,1
Low Stock Alert: Only 8 left in inventory,Scarcity,1,0
No doubt I'll be the last to know.,Misdirection,1,1
Universal Fit Collapsible Smart Phone Stand,Not Dark Pattern,0,0
Returns Information,Not Dark Pattern,0,0
Sharmeen Atif From Karachi just bought Stylish Metal Glasses Frames For Kids-Assorted-NA7157,Social Proof,1,0
Brand: Ray-Ban® | Similar products from Ray-Ban®,Not Dark Pattern,0,0
GCC Compliance Statement,Not Dark Pattern,0,1
Only 3 available,Scarcity,1,0
FOR THE ULTIMATE EXPERIENCE: (Can handle more than one),Misdirection,1,1
HURRY! NEW UK DELIVERY ENDS SOON,Urgency,1,1
View Gallery Mattress Accessories,Not Dark Pattern,0,1
10 SEATS LEFT,Scarcity,1,0
Best Combo Deals,Not Dark Pattern,0,1
"NO THANKS, I REALLY WANT 20% OFF MY ORDER",Misdirection,1,1
16 people purchased it.,Social Proof,1,1
All You™,Not Dark Pattern,0,0
LAST CHANCE TO ACTIVATE 10% OFF,Scarcity,1,0
Nectar,Not Dark Pattern,0,0
Your order is reserved for 08:48 minutes!,Urgency,1,0
LIMITED TIME SALE,Urgency,1,0
"ONLY 5 LEFT, ORDER SOON!",Scarcity,1,0
We are not currently accepting orders from outside of the UK.,Not Dark Pattern,0,0
Add on dessert to make it extra special!,Misdirection,1,1
"Our items sell fast, don't miss out!",Scarcity,1,0
Your order is reserved for 09:56 minutes!,Urgency,1,0
OFFER ENDS: 09h: 00 55s: 0,Urgency,1,1
Temporary Tattoos Available,Not Dark Pattern,0,1
KidsAuthentic,Not Dark Pattern,0,0
HURRY! ONLY 31 LEFT IN STOCK.,Scarcity,1,0
40% OFF EVERYTHING* ENTER: 40PLT + FREE SHIPPING ON ALL ORDERS OVER $80,Urgency,1,0
OH SO POPULAR! 21 bought in the last 7 days.,Social Proof,1,0
7 sold in the last 48 hours,Social Proof,1,0
Only 3 left in stock,Scarcity,1,0
Low Stock,Scarcity,1,0
Delivery & Offers Terms,Not Dark Pattern,0,0
Your order will be reserved for 6:56 minutes.,Urgency,1,0
"Sudha rana from Jaipur bought this product, 23 Mins ago.",Social Proof,1,0
Everything was perfect. The delivery was very smooth and the products were in great condition as well.,Not Dark Pattern,0,0
 No reviews yet Write a review ,Not Dark Pattern,0,0
71 people have purchased this item,Social Proof,1,0
Plant-based Protein,Not Dark Pattern,0,0
"ONLY 5 LEFT, HURRY!",Scarcity,1,0
Only 22 left in stock!,Scarcity,1,0
Candy Melts on,Not Dark Pattern,0,1
Tree Frog Terrariums,Not Dark Pattern,0,0
 Share on Pinterest ,Not Dark Pattern,0,0
8 people have viewed this product today!,Social Proof,1,0
activate within 10:00,Urgency,1,0
Focus remotes,Not Dark Pattern,0,0
2 PEOPLE HAVE ADDED THIS ITEM TO THEIR CART TODAY,Social Proof,1,0
 Personalised Chocolates ,Not Dark Pattern,0,0
Blue Raspberry,Not Dark Pattern,0,0
 Fashion Bags ,Not Dark Pattern,0,0
Sorry! This product is no longer available,Not Dark Pattern,0,0
Hurry Up ! Time is running out,Urgency,1,0
You left 2 items in trash bag Released in: 29 minutes :07 seconds,Urgency,1,1
Laundry Care Services,Not Dark Pattern,0,1
50% OFF for Limited Time Only!!!,Urgency,1,0
With 1-year Trial Subscription 10 days history,Misdirection,1,1
≡ Filter Reviews Clicking on the following button to update the content below,Not Dark Pattern,0,1
"We'd like to send you weekly emails packed full of our lovely products, clearance goodies and cool stuff to win. You can unsubscribe at any time. If you DON'T want to receive these emails, please tick this box. We'd like to send you the occasional brochure so you can get a regular fix of our lovely product! You can unsubscribe at any time. If you DON'T want to receive these brochures, please tick this box. We'd like to introduce you to other brands you might love who will post you the occasional brochure. You can opt out of this at any time. If you DON'T want to receive these brochures, please tick this box.",Misdirection,1,0
Football,Not Dark Pattern,0,0
Footwear Accessories,Not Dark Pattern,0,0
Bra ille Set,Not Dark Pattern,0,1
"Dog Collars, Leads & Tethers",Not Dark Pattern,0,0
"BERNARD in Philadelphia, United States purchased a",Social Proof,1,0
Only 498 left,Scarcity,1,0
" Household Cleaning Kitchen Bathroom Eco Laundry General Cleaning Kitchenware Cook & Bakeware Food Storage & Preservation Kitchen Textiles Appliances Kitchen Appliances Household Appliances Bed, Bath & Living ",Not Dark Pattern,0,0
Radio and GPS Pouches,Not Dark Pattern,0,0
5 left,Scarcity,1,0
 newsletter signup (privacy policy) ,Not Dark Pattern,0,0
 Moonstone Beads ,Not Dark Pattern,0,0
Limited Quantity Available,Scarcity,1,0
Diamond Nose Studs ,Not Dark Pattern,0,0
International Shipping Policy,Not Dark Pattern,0,0
Bearded Dragon flies,Not Dark Pattern,0,1
Shop All Vape Kits,Not Dark Pattern,0,0
Cooper Remotes,Not Dark Pattern,0,0
View All New Arrivals,Not Dark Pattern,0,0
"To qualify, simply verify your status during checkout on the payment step. We verify through ID.me, our trusted technology partner for secure digital identity verification. ",Not Dark Pattern,0,0
FREE NECKLACE FOR MOM 01Days 01Hrs 35Mins 02Secs,Urgency,1,0
 Ireland EUR,Not Dark Pattern,0,0
3Days01:49:51 Left overs,Urgency,1,1
Covered egg grays,Not Dark Pattern,0,1
Only 1 left in stock,Scarcity,1,0
"No thanks, I don’t like saving money.",Misdirection,1,0
check the box if you prefer not to receive email updates.,Misdirection,1,1
00 HRS 57 MINS 56 SECS,Urgency,1,0
Discount ONLY $10 OFF 00:30:00,Urgency,1,1
Availability: Only 1 Left,Scarcity,1,0
"No thanks, I prefer to pay full price.",Misdirection,1,0
9 items left,Scarcity,1,0
Items in your cart are in VERY high-demand.,Scarcity,1,0
Colors Edit,Not Dark Pattern,0,1
Clearance Optic Gaming Deals,Not Dark Pattern,0,1
 Food ,Not Dark Pattern,0,0
"Hurry, before it is gone! Limited time remaining!",Urgency,1,0
JFN Scallop V Neck Solid Leather T-Shirt/Tee,Not Dark Pattern,0,1
Choose your payment day. View your schedule and select pay now.,Not Dark Pattern,0,0
Someone from purchased a HOLEES Original Ladies II - Navy About 9 hours ago,Social Proof,1,0
2 DAYS 13:06:13,Urgency,1,0
"For any other inquiries, Click here",Not Dark Pattern,0,0
FREE SHIPPING FOR A LIMITED TIME | PRICES ARE IN FREE AND INCLUDE ALL IMPORT DUTIES.,Urgency,1,1
 Space Heaters & Workshop Heaters ,Not Dark Pattern,0,0
 Chargers ,Not Dark Pattern,0,0
"No thanks, I don't like saving money",Misdirection,1,0
13 people have added this to their cart,Social Proof,1,0
Someone in Canberra purchased\nADV.2 (Austracantha) about 41 minutes ago,Social Proof,1,0
Occasion: Anniversary,Not Dark Pattern,0,0
Printed ,Not Dark Pattern,0,0
Trending now! Added to basket 38 times today,Social Proof,1,0
MoTrail Machine,Not Dark Pattern,0,1
SAVE 10% On All Orders. No Voucher Code Needed Changes in 18:07:59.,Urgency,1,1
LIVE REMAINING STOCK,Scarcity,1,0
Your order is valid for 09:57 minutes!,Urgency,1,1
"I DON'T LIKE FREE GIFTS, NO THANKS",Misdirection,1,0
"Someone from Menlo Park, California just purchased Electric Skateboard Motor 6374 190KV.",Social Proof,1,0
PomeloFashion born in AsiaOn trend. Online. On the go.,Not Dark Pattern,0,0
Hurry! Only 2 left at this price!,Scarcity,1,0
"no thanks, I hate fun & games",Misdirection,1,0
ON SALE: Select Seasonal T-Shirts only $19.99! Limited time only! Save Now!,Urgency,1,0
Wait! YOUR CART QUALIFIES FOR 15% OFF YOUR ENTIRE ORDER. Offer Expires in: 2955,Urgency,1,0
Only 3 left In Stock,Scarcity,1,0
Nighty For Honeymoon,Not Dark Pattern,0,0
LESS THAN 8 LEFT IN STOCK!,Scarcity,1,0
'Keeper of Lost Things',Not Dark Pattern,0,0
Compare Products ,Not Dark Pattern,0,0
style to command,Not Dark Pattern,0,0
"Security is our top priority. Our subscription payments are powered by Stripe and ReCharge, processed in a secure PCI-compliant environment to the highest industry standards. Ketolent staff should know your credit card number.",Not Dark Pattern,0,1
Viewed 1040 times in the past 7 days,Social Proof,1,1
 Jumpers + Sweaters ,Not Dark Pattern,0,0
Someone in city just added Radiance - Nebulizing Diffuser® to their cart,Social Proof,1,0
Shop All,Not Dark Pattern,0,0
 Gift Cards Collection ,Not Dark Pattern,0,0
Boys Red School Uniforms,Not Dark Pattern,0,0
 Colored Contact Lenses ,Not Dark Pattern,0,0
Tube Tops,Not Dark Pattern,0,0
A Ritual of Light,Not Dark Pattern,0,0
*,Not Dark Pattern,0,0
Sign up! Discount Ends in DAYS HRS MINS SECS,Urgency,1,1
Imported Content,Not Dark Pattern,0,1
"Before you check out, can we tempt you?",Misdirection,1,0
Your shopping cart is empty.,Not Dark Pattern,0,0
"Jamie in Nashville, United States purchased",Social Proof,1,0
All Shoes Reserved,Not Dark Pattern,0,1
Cheaney,Not Dark Pattern,0,0
Tribeca Remotes,Not Dark Pattern,0,0
FAMILY SHADE PACK | PICK YOUR PACK,Not Dark Pattern,0,0
 VIP Points! ,Not Dark Pattern,0,0
 VUSE Alto Menthol Pods ,Not Dark Pattern,0,0
"Someone in Petaling Jaya, Malaysia just bought SNEAKERGUARD Midsole Paint Marker - BOOST White",Social Proof,1,0
89 currently viewing,Social Proof,1,0
"Location: Kansas City, MO",Not Dark Pattern,0,0
